id,code,area_group,district,level_from,level_to,category,name,name_short,area,url,status,yml,json
83,331,Oahu,Windward,K,6,DOE,Kahuku Elementary,Kahuku El,Castle-Kahuku,,,"---
:site_contact:
  :street: 56-170 Pualalea Street
  :city: Kahuku
  :state: HI
  :postal_code: ""96731""
  :phone: 293-8980
  :fax: 293-8985
  :principal_last_name: Masaniai
  :principal_first_name: Pauline
",
84,307,Oahu,Windward,7,12,DOE,Kahuku High & Intermediate,Kahuku High & Int,Castle-Kahuku,,,"---
:site_contact:
  :street: 56-490 Kamehameha Highway
  :city: Kahuku
  :state: HI
  :postal_code: ""96731""
  :phone: 293-8950
  :fax: 293-8960
  :principal_last_name: Lindsey
  :principal_first_name: Donna
",
85,405,Maui,Maui,K,5,DOE,Kahului Elementary,Kahului El,Baldwin-Kekaulike-Maui,,,"---
:site_contact:
  :street: 410 South Hina Avenue
  :city: Kahului
  :state: HI
  :postal_code: ""96732""
  :phone: 873-3055
  :fax: 873-3089
  :principal_last_name: Markgraf
  :principal_first_name: Fern
",
86,308,Oahu,Windward,K,6,DOE,Kailua Elementary,Kailua El,Kailua-Kalaheo,,,"---
:site_contact:
  :street: 315 Kuulei Road
  :city: Kailua
  :state: HI
  :postal_code: ""96734""
  :phone: 266-7878
  :fax: 266-7882
  :principal_last_name: Hibbs
  :principal_first_name: Lanelle
",
87,309,Oahu,Windward,9,12,DOE,Kailua High,Kailua High,Kailua-Kalaheo,,,"---
:site_contact:
  :street: 451 Ulumanu Drive
  :city: Kailua
  :state: HI
  :postal_code: ""96734""
  :phone: 266-7900
  :fax: 266-7915
  :principal_last_name: Honda
  :principal_first_name: Francine
",
88,310,Oahu,Windward,7,8,DOE,Kailua Intermediate,Kailua Int,Kailua-Kalaheo,,,"---
:site_contact: !ruby/hash:ActiveSupport::HashWithIndifferentAccess
  principal_last_name: Delong
  phone: 263-1500
  fax: 266-7984
  email: ''
  principal_first_name: Lisa
  street: 145 South Kainalu Drive
  city: Kailua
  state: HI
  postal_code: '96734'
",
89,281,Oahu,Leeward,K,6,DOE,Kaimiloa Elementary,Kaimiloa El,Campbell-Kapolei,,,"---
:site_contact:
  :street: 91-1028 Kaunolu Street
  :city: Ewa Beach
  :state: HI
  :postal_code: ""96706""
  :phone: 689-1280
  :fax: 689-1284
  :principal_last_name: Hatada
  :principal_first_name: Debra
",
90,115,Oahu,Honolulu,9,12,DOE,Kaimuki High,Kaimuki High,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 2705 Kaimuki Avenue
  :city: Honolulu
  :state: HI
  :postal_code: ""96816""
  :phone: 733-4900
  :fax: 733-4929
  :principal_last_name: Araki
  :principal_first_name: Wade
",
91,116,Oahu,Honolulu,6,8,DOE,Kaimuki Middle,Kaimuki Middle,Farrington-Kaiser-Kalani,,,"---
:site_contact:
  :street: 631 18th Avenue
  :city: Honolulu
  :state: HI
  :postal_code: ""96816""
  :phone: 733-4800
  :fax: 733-4810
  :principal_last_name: Fernandes
  :principal_first_name: Frank
",
92,311,Oahu,Windward,K,6,DOE,Kainalu Elementary,Kainalu El,Kailua-Kalaheo,,,"---
:site_contact:
  :street: 165 Kaiholu Street
  :city: Kailua
  :state: HI
  :postal_code: ""96734""
  :phone: 266-7835
  :fax: 266-7837
  :principal_last_name: Sunabe
  :principal_first_name: Sheri
",
93,154,Oahu,Honolulu,9,12,DOE,Henry J. Kaiser High,Kaiser High,Farrington-Kaiser-Kalani,,,"---
:site_contact: !ruby/hash:ActiveSupport::HashWithIndifferentAccess
  principal_last_name: Mew
  phone: 394-1200
  fax: 394-1201
  email: ''
  principal_first_name: Justin
  street: 511 Lunalilo Home Road
  city: Honolulu
  state: HI
  postal_code: '96825'
",
94,117,Oahu,Honolulu,K,5,DOE,Princess Victoria Ka'iulani Elementary,Kaiulani El,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 783 North King Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96817""
  :phone: 832-3160
  :fax: 832-3164
  :principal_last_name: Moriwake
  :principal_first_name: Rodney
",
95,453,Kauai,Kauai,K,5,DOE,Kalaheo Elementary,Kalaheo El,Kapaa-Kauai-Waimea,,,"---
:site_contact:
  :street: 4400 Maka Road
  :city: Kalaheo
  :state: HI
  :postal_code: ""96741""
  :phone: 332-6801
  :fax: 332-6804
  :principal_last_name: Burkman
  :principal_first_name: Erik
",
96,312,Oahu,Windward,9,12,DOE,Kalaheo High,Kalaheo High,Kailua-Kalaheo,,,"---
:site_contact:
  :street: 730 Iliaina Street
  :city: Kailua
  :state: HI
  :postal_code: ""96734""
  :phone: 254-7900
  :fax: 254-7907
  :principal_last_name: Hummel
  :principal_first_name: Susan
",
97,118,Oahu,Honolulu,6,8,DOE,King David Kalakaua Middle,Kalakaua Middle,Farrington-Kaiser-Kalani,,,"---
:site_contact:
  :street: 821 Kalihi Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96819""
  :phone: 832-3130
  :fax: 832-3140
  :principal_last_name: Nomiyama
  :principal_first_name: Calvin
",
98,420,Maui,Maui,6,8,DOE,Samuel Enoka Kalama Intermediate,Kalama Int,Baldwin-Kekaulike-Maui,,,"---
:site_contact:
  :street: 120 Makani Road
  :city: Makawao
  :state: HI
  :postal_code: ""96768""
  :phone: 573-8735
  :fax: 573-8748
  :principal_last_name: Costales Jr.
  :principal_first_name: John
",
99,119,Oahu,Honolulu,9,12,DOE,Kalani High,Kalani High,Farrington-Kaiser-Kalani,,,"---
:site_contact:
  :street: 4680 Kalanianaole Highway
  :city: Honolulu
  :state: HI
  :postal_code: ""96821""
  :phone: 377-7744
  :fax: 377-2483
  :principal_last_name: Otani
  :principal_first_name: Mitchell
",
100,365,Hawaii,Hawaii,K,8,DOE,Prince Jonah Kuhio Kalaniana'ole Elementary & Intermediate,Kalanianaole El & Int,Hilo-Laupahoehoe-Waiakea,,,"---
:site_contact:
  :street: 27-330 Old Mamalahoa Highway
  :city: Papaikou
  :state: HI
  :postal_code: ""96781""
  :phone: 964-9700
  :fax: 964-9703
  :principal_last_name: Iwashita
  :principal_first_name: Joyce
",
101,287,Oahu,Leeward,K,6,DOE,Kalei'opu'u Elementary,Kaleiopuu El,Pearl City-Waipahu,,,"---
:site_contact:
  :street: 94-665 Kaaholo Street
  :city: Waipahu
  :state: HI
  :postal_code: ""96797""
  :phone: 675-0266
  :fax: 675-0269
  :principal_last_name: Young
  :principal_first_name: Vernon
",
102,120,Oahu,Honolulu,K,5,DOE,Kalihi Elementary,Kalihi El,Farrington-Kaiser-Kalani,,,"---
:site_contact:
  :street: 2471 Kula Kolea Drive
  :city: Honolulu
  :state: HI
  :postal_code: ""96819""
  :phone: 832-3177
  :fax: 832-3179
  :principal_last_name: Pila
  :principal_first_name: David
",
103,121,Oahu,Honolulu,K,5,DOE,Kalihi-kai Elementary,Kalihi-kai El,Farrington-Kaiser-Kalani,,,"---
:site_contact:
  :street: 626 McNeill Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96817""
  :phone: 832-3322
  :fax: 832-3327
  :principal_last_name: Kayatani
  :principal_first_name: Stanley
",
104,122,Oahu,Honolulu,K,5,DOE,Kalihi-uka Elementary,Kalihi-uka El,Farrington-Kaiser-Kalani,,,"---
:site_contact:
  :street: 2411 Kalihi Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96819""
  :phone: 832-3310
  :fax: 832-3313
  :principal_last_name: Ahn
  :principal_first_name: Laura
",
105,123,Oahu,Honolulu,K,5,DOE,Kalihi-waena Elementary,Kalihi-waena El,Farrington-Kaiser-Kalani,,,"---
:site_contact:
  :street: 1240 Gulick Avenue
  :city: Honolulu
  :state: HI
  :postal_code: ""96819""
  :phone: 832-3210
  :fax: 832-3213
  :principal_last_name: Gallardo
  :principal_first_name: Veronica
",
106,275,Oahu,Leeward,K,8,Charter,Kamaile Academy Public Charter School,Kamaile Academy PCS,Nanakuli-Waianae,,,"---
:site_contact:
  :street: 85-180 Ala Akau Street
  :city: Waianae
  :state: HI
  :postal_code: ""96792""
  :phone: 697-7110
  :fax: 697-7115
  :principal_last_name: Weiss
  :principal_first_name: Emma
",
107,448,Kauai,Kauai,6,8,DOE,Chiefess Kamakahelei Middle,Kamakahelei Middle,Kapaa-Kauai-Waimea,,,"---
:site_contact:
  :street: 4431 Nuhou Street
  :city: Lihue
  :state: HI
  :postal_code: ""96766""
  :phone: 241-3200
  :fax: 241-3210
  :principal_last_name: Badua
  :principal_first_name: Debra
",
108,431,Maui,Maui,K,5,DOE,Kamali'i Elementary,Kamalii El,Baldwin-Kekaulike-Maui,,,"---
:site_contact:
  :street: 180 Ke Alii Alanui
  :city: Kihei
  :state: HI
  :postal_code: ""96753""
  :phone: 875-6840
  :fax: 875-6843
  :principal_last_name: Daly
  :principal_first_name: Christopher
",
109,912,Oahu,,,,Private,Kamehameha (Haiku),Kamehameha (Haiku),,,,"---
:site_contact:
  :street:
  :city:
  :state:
  :postal_code:
  :phone: 235-3547
  :fax:
  :principal_last_name: Newhouse
  :principal_first_name: Malia
",
110,913,Oahu,,,,Private,Kamehameha Elementary School,Kamehameha El (Kapalama),,,,"---
:site_contact:
  :street: 225 Bishop Circle
  :city: Honolulu
  :state: HI
  :postal_code: ""96817""
  :phone: 842-8564
  :fax:
  :principal_last_name: Stender
  :principal_first_name: Holoua
",
111,939,Oahu,Central,0,0,Private,Kamehameha School - Kea'au Campus,Kamehameha (Hawaii),Aiea,,,"---
:site_contact:
  :street: 16-714 Volcano Road
  :fax: ""8089820210""
  :city: Keaau
  :principal_last_name: Nae'ole-Wong
  :postal_code: ""96749""
  :principal_first_name: Mona
  :state: HI
  :phone: ""8089820200""
",
112,914,Oahu,,,,Private,Kamehameha High School,Kamehameha High (Kapalama),,,,"---
:site_contact:
  :street: 210 Konia Circle
  :city: Honolulu
  :state: HI
  :postal_code: ""96817""
  :phone: 842-8351
  :fax:
  :principal_last_name: Ako
  :principal_first_name: Julian
",
113,406,Maui,Maui,K,5,DOE,King Kamehameha III Elementary,Kamehameha III El,Hana-Lahainaluna-Lanai-Molokai,,,"---
:site_contact:
  :street: 611 Front Street
  :city: Lahaina
  :state: HI
  :postal_code: ""96761""
  :phone: 662-3955
  :fax: 662-3958
  :principal_last_name: Franz
  :principal_first_name: Steve
",
114,915,Oahu,,,,Private,Kamehameha Preschool (Kahuku),Kamehameha PK (Kahuku),,,,"---
:site_contact:
  :street: ""56-117 Pualalea St #17""
  :city: Kahuku
  :state: HI
  :postal_code: ""96731""
  :phone: 293-9066
  :fax:
  :principal_last_name: Newhouse
  :principal_first_name: Malia
",
115,916,Oahu,,,,Private,Kamehameha Preschool (Kaneohe),Kamehameha PK (Kaneohe),,,,"---
:site_contact:
  :street: 46-068 Alaloa Street
  :city: Kaneohe
  :state: HI
  :postal_code: ""96744""
  :phone: 235-3547
  :fax:
  :principal_last_name: Newhouse
  :principal_first_name: Malia
",
116,917,Oahu,,,,Private,Kamehameha Preschool (Keanu),Kamehameha PK (Keanu) ,,,,"---
:site_contact:
  :street: 4224 Keanu Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96816""
  :phone: 842-8461
  :fax: 847-6378
  :principal_last_name: Sua-Filo
  :principal_first_name: Cookie
",
117,918,Oahu,,,,Private,Kamehameha Preschool (Ulupono),Kamehameha PK (Ulupono),,,,"---
:site_contact:
  :street:
  :city:
  :state:
  :postal_code:
  :phone: 842-8383
  :fax:
  :principal_last_name: Murray
  :principal_first_name: Vivian
",
118,919,Oahu,,,,Private,Kamehameha Preschool (Ulupono),Kamehameha PK (Ulupono),,,,"---
:site_contact:
  :street:
  :city:
  :state:
  :postal_code:
  :phone: 842-8462
  :fax:
  :principal_last_name: Murray
  :principal_first_name: Vivian
",
119,920,Oahu,,,,Private,Kamehameha Preschool (Waianae 1),Kamehameha PK (Waianae 1),,,,"---
:site_contact:
  :street: 87-227 St. John's Rd
  :city: Waianae
  :state: HI
  :postal_code: ""96792""
  :phone: 668-1196
  :fax:
  :principal_last_name: Lui-Kwan
  :principal_first_name: Kalia
",
120,155,Oahu,Honolulu,K,5,DOE,Kamiloiki Elementary,Kamiloiki El,Farrington-Kaiser-Kalani,,,"---
:site_contact:
  :street: 7788 Hawaii Kai Drive
  :city: Honolulu
  :state: HI
  :postal_code: ""96825""
  :phone: 397-5800
  :fax: 397-5806
  :principal_last_name: Okano
  :principal_first_name: Susan
",
121,313,Oahu,Windward,K,6,DOE,Kane'ohe Elementary,Kaneohe El,Castle-Kahuku,,,"---
:site_contact:
  :street: 45-495 Kamehameha Highway
  :city: Kaneohe
  :state: HI
  :postal_code: ""96744""
  :phone: 233-5633
  :fax: 235-9185
  :principal_last_name: Noh
  :principal_first_name: Ed
",
122,283,Oahu,Leeward,K,6,DOE,Kanoelani Elementary,Kanoelani El,Pearl City-Waipahu,,,"---
:site_contact:
  :street: 94-1091 Oli Loop
  :city: Waipahu
  :state: HI
  :postal_code: ""96797""
  :phone: 675-0195
  :fax: 675-0135
  :principal_last_name: Ahu
  :principal_first_name: Sandy
",
123,397,Hawaii,Hawaii,K,12,Charter,Kanu 'o ka 'Aina New Century Public Charter School,Kanu o ka Aina NCPCS,Honokaa-Kealakehe-Kohala-Konawaena,,,"---
:site_contact:
  :street: 65-1170 Opelo Road
  :city: Kamuela
  :state: HI
  :postal_code: ""96743""
  :phone: 887-8144
  :fax: 887-8146
  :principal_last_name: Tamura
  :principal_first_name: Allyson
",
124,564,Kauai,Kauai,K,10,Charter,Kanuikapono Learning Center Public Charter School,Kanuikapono PCS,Kapaa-Kauai-Waimea,,,"---
:site_contact:
  :street: ""4-4911 Kuhio Hwy (mail: P.O. Box 12)""
  :city: Anahola
  :state: HI
  :postal_code: ""96703""
  :phone: 823-9160
  :fax: 823-9140
  :principal_last_name: Torio
  :principal_first_name: Kuuipo
",
125,454,Kauai,Kauai,K,5,DOE,Kapa'a Elementary,Kapaa El,Kapaa-Kauai-Waimea,,,"---
:site_contact:
  :street: 4886 Kawaihau Road
  :city: Kapaa
  :state: HI
  :postal_code: ""96746""
  :phone: 821-4424
  :fax: 821-4431
  :principal_last_name: Kuloloia
  :principal_first_name: Jason
",
126,455,Kauai,Kauai,9,12,DOE,Kapa'a High,Kapaa High,Kapaa-Kauai-Waimea,,,"---
:site_contact:
  :street: 4695 Mailihuna Road
  :city: Kapaa
  :state: HI
  :postal_code: ""96746""
  :phone: 821-4400
  :fax: 821-4420
  :principal_last_name: Hamada
  :principal_first_name: Daniel
",
127,447,Kauai,Kauai,6,8,DOE,Kapa'a Middle,Kapaa Middle,Kapaa-Kauai-Waimea,,,"---
:site_contact:
  :street: 4867 Olohena Road
  :city: Kapaa
  :state: HI
  :postal_code: ""96746""
  :phone: 821-4460
  :fax: 821-6967
  :principal_last_name: Aiwohi
  :principal_first_name: Nathan
",
128,124,Oahu,Honolulu,K,5,DOE,Kapalama Elementary,Kapalama El,Farrington-Kaiser-Kalani,,,"---
:site_contact:
  :street: 1601 North School Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96817""
  :phone: 832-3290
  :fax: 832-3302
  :principal_last_name: Dang
  :principal_first_name: Patricia
",
129,367,Hawaii,Hawaii,K,6,DOE,Chiefess Kapi'olani Elementary,Kapiolani El,Hilo-Laupahoehoe-Waiakea,,,"---
:site_contact:
  :street: 966 Kilauea Avenue
  :city: Hilo
  :state: HI
  :postal_code: ""96720""
  :phone: 974-4160
  :fax: 974-4161
  :principal_last_name: Stewart
  :principal_first_name: Lucia
",
130,282,Oahu,Leeward,K,5,DOE,Kapolei Elementary,Kapolei El,Campbell-Kapolei,,,"---
:site_contact:
  :street: 91-1119 Kamaaha Loop
  :city: Kapolei
  :state: HI
  :postal_code: ""96707""
  :phone: 693-7000
  :fax: 693-7011
  :principal_last_name: Miyamura
  :principal_first_name: Michael
",
131,292,Oahu,Leeward,9,12,DOE,Kapolei High,Kapolei High,Campbell-Kapolei,,,"---
:site_contact:
  :street: 91-5007 Kapolei Parkway
  :city: Kapolei
  :state: HI
  :postal_code: ""96707""
  :phone: 692-8200
  :fax: 692-8255
  :principal_last_name: Esmeralda
  :principal_first_name: Elden
",
132,291,Oahu,Leeward,6,8,DOE,Kapolei Middle,Kapolei Middle,Campbell-Kapolei,,,"---
:site_contact:
  :street: 91-5335 Kapolei Parkway
  :city: Kapolei
  :state: HI
  :postal_code: ""96707""
  :phone: 693-7025
  :fax: 693-7030
  :principal_last_name: Kobashigawa
  :principal_first_name: Dana
",
133,315,Oahu,Windward,K,6,DOE,Kapunahala Elementary,Kapunahala El,Castle-Kahuku,,,"---
:site_contact:
  :street: 45-828 Anoi Road
  :city: Kaneohe
  :state: HI
  :postal_code: ""96744""
  :phone: 233-5650
  :fax: 233-5651
  :principal_last_name: Nekomoto
  :principal_first_name: Deborah
",
134,368,Hawaii,Hawaii,K,12,DOE,Ka'u High & Pahala Elementary,Kau High & Pahala El,Kau-Keaau-Pahoa,,,"---
:site_contact:
  :street: 96-3150 Pikake Street
  :city: Pahala
  :state: HI
  :postal_code: ""96777""
  :phone: 928-2088
  :fax: 928-2092
  :principal_last_name: Beck
  :principal_first_name: Sharon
",
135,456,Kauai,Kauai,9,12,DOE,Kaua'i High,Kauai High,Kapaa-Kauai-Waimea,,,"---
:site_contact:
  :street: 3577 Lala Road
  :city: Lihue
  :state: HI
  :postal_code: ""96766""
  :phone: 274-3160
  :fax: 274-3170
  :principal_last_name: Smith
  :principal_first_name: Linda
",
136,125,Oahu,Honolulu,K,5,DOE,Kauluwela Elementary,Kauluwela El,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 1486 Aala Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96817""
  :phone: 587-4447
  :fax: 587-4453
  :principal_last_name: Lee
  :principal_first_name: Gwendolyn
",
137,369,Hawaii,Hawaii,K,6,DOE,Ka'umana Elementary,Kaumana El,Hilo-Laupahoehoe-Waiakea,,,"---
:site_contact:
  :street: 1710 Kaumana Drive
  :city: Hilo
  :state: HI
  :postal_code: ""96720""
  :phone: 974-4190
  :fax: 974-4197
  :principal_last_name: Mizuba
  :principal_first_name: Ray
",
138,457,Kauai,Kauai,K,5,DOE,King Kaumuali'i Elementary,Kaumualii El,Kapaa-Kauai-Waimea,,,"---
:site_contact:
  :street: 4380 Hanamaulu Road
  :city: Lihue
  :state: HI
  :postal_code: ""96766""
  :phone: 241-3150
  :fax: 241-3159
  :principal_last_name: Liu
  :principal_first_name: Karen
",
139,407,Maui,Maui,K,6,DOE,Kaunakakai Elementary,Kaunakakai El,Hana-Lahainaluna-Lanai-Molokai,,,"---
:site_contact:
  :street: PO Box 1950
  :city: Kaunakakai
  :state: HI
  :postal_code: ""96748""
  :phone: 553-1730
  :fax: 553-1737
  :principal_last_name: Espiritu
  :principal_first_name: Janice
",
140,565,Kauai,Kauai,K,12,Charter,Kawaikini New Century Public Charter School,Kawaikini NCPCS,Kapaa-Kauai-Waimea,,,"---
:site_contact:
  :street: P.O. Box 662014
  :city: Lihue
  :state: HI
  :postal_code: ""96766""
  :phone: 632-2032
  :fax: 246-4635
  :principal_last_name: Kauahi
  :principal_first_name: Leialoha
",
141,126,Oahu,Honolulu,6,8,DOE,Prince David Kawananakoa Middle,Kawananakoa Middle,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 49 Funchal Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96813""
  :phone: 587-4430
  :fax: 587-4443
  :principal_last_name: Ishihara-Shibata
  :principal_first_name: Sandra
",
142,549,Hawaii,Hawaii,7,12,Charter,Ke Ana La'ahana Public Charter School,Ke Ana La`ahana PCS,Hilo-Laupahoehoe-Waiakea,,,"---
:site_contact:
  :street: 1500 Kalaniana'ole Avenue
  :city: Hilo
  :state: HI
  :postal_code: ""96720""
  :phone: 961-6228
  :fax: 961-6229
  :principal_last_name: Ili
  :principal_first_name: Russell
",
143,563,Hawaii,Hawaii,K,8,Charter,Ke Kula 'o Nawahiokalani'opu'u Iki Laboratory Public Charter School,Ke Kula Nawahiokalaniopuu Iki Lab PCS,Kau-Keaau-Pahoa,,,"---
:site_contact:
  :street: 16-120 'Opukaha'ia Street, Suite 2
  :city: Kea'au
  :state: HI
  :postal_code: ""96749""
  :phone: 982-4260
  :fax: 966-7821
  :principal_last_name: Kamana
  :principal_first_name: Kauanoe
",
144,556,Kauai,Kauai,K,12,Charter,Ke Kula Ni'ihau O Kekaha Learning Center A Laboratory Public Charter School,Ke Kula Niihau Kekaha PCS,Kapaa-Kauai-Waimea,,,"---
:site_contact:
  :street: ""8135 Kekaha Road (mail: P.O. Box 129)""
  :city: Kekaha
  :state: HI
  :postal_code: ""96752""
  :phone: 337-0481
  :fax: 337-1289
  :principal_last_name: Seward
  :principal_first_name: Haunani
",
145,378,Hawaii,Hawaii,K,12,DOE,Ke Kula 'o 'Ehunuikaimalino,Ke Kula o Ehunuikaimalino,Honokaa-Kealakehe-Kohala-Konawaena,,,"---
:site_contact:
  :street: 81-1041 Konawaena School Rd
  :city: Kealakekua
  :state: HI
  :postal_code: ""96750""
  :phone: 323-1900
  :fax: 323-4538
  :principal_last_name: Lino
  :principal_first_name: Tim
",
146,547,Oahu,Windward,K,12,Charter,Ke Kula 'o Samuel M. Kamakau a Laboratory Public Charter School,Ke Kula O Kamakau Lab PCS,Kailua-Kalaheo,,,"---
:site_contact:
  :street: 45-037 Kane'ohe Bay Drive
  :city: Kane'ohe
  :state: HI
  :postal_code: ""96744""
  :phone: 235-9174
  :fax: 235-9173
  :principal_last_name: Kelling
  :principal_first_name: Keahilahila
",
147,353,Hawaii,Hawaii,K,5,DOE,Kea'au Elementary,Keaau El,Kau-Keaau-Pahoa,,,"---
:site_contact:
  :street: 16-680 Keauu-Pahoa Road
  :city: Kea`au
  :state: HI
  :postal_code: ""96749""
  :phone: 982-4210
  :fax: 982-4217
  :principal_last_name: Farias
  :principal_first_name: Chad
",
148,354,Hawaii,Hawaii,9,12,DOE,Kea'au High,Keaau High,Kau-Keaau-Pahoa,,,"---
:site_contact:
  :street: 16-725 Keaau-Pahoa Road
  :city: Kea`au
  :state: HI
  :postal_code: ""96749""
  :phone: 982-4220
  :fax: 982-4224
  :principal_last_name: Cevallos
  :principal_first_name: Dean
",
149,370,Hawaii,Hawaii,6,8,DOE,Kea'au Middle,Keaau Middle,Kau-Keaau-Pahoa,,,"---
:site_contact:
  :street: 16-565 Keaau-Pahoa Road
  :city: Kea`au
  :state: HI
  :postal_code: ""96749""
  :phone: 982-4200
  :fax: 982-4219
  :principal_last_name: Watanabe
  :principal_first_name: Ken
",
150,388,Hawaii,Hawaii,K,5,DOE,Kealakehe Elementary,Kealakehe El,Honokaa-Kealakehe-Kohala-Konawaena,,,"---
:site_contact:
  :street: 74-5118 Kealakaa Street
  :city: Kailua-Kona
  :state: HI
  :postal_code: ""96740""
  :phone: 327-4308
  :fax: 327-4347
  :principal_last_name: Matsukawa
  :principal_first_name: Nancy
",
151,392,Hawaii,Hawaii,9,12,DOE,Kealakehe High,Kealakehe High,Honokaa-Kealakehe-Kohala-Konawaena,,,"---
:site_contact:
  :street: 74-5000 Puohulihuli Street
  :city: Kailua-Kona
  :state: HI
  :postal_code: ""96740""
  :phone: 327-4300
  :fax: 327-4307
  :principal_last_name: Murakami
  :principal_first_name: Wilfred
",
152,390,Hawaii,Hawaii,6,8,DOE,Kealakehe Intermediate,Kealakehe Int,Honokaa-Kealakehe-Kohala-Konawaena,,,"---
:site_contact:
  :street: 74-5062 Onipa'a Street
  :city: Kailua-Kona
  :state: HI
  :postal_code: ""96740""
  :phone: 327-4314
  :fax: 327-4315
  :principal_last_name: Merwin
  :principal_first_name: Don
",
153,372,Hawaii,Hawaii,K,6,DOE,Keaukaha Elementary,Keaukaha El,Hilo-Laupahoehoe-Waiakea,,,"---
:site_contact:
  :street: 240 Desha Avenue
  :city: Hilo
  :state: HI
  :postal_code: ""96720""
  :phone: 974-4181
  :fax: 974-4868
  :principal_last_name: Veincent
  :principal_first_name: Lehua
",
154,921,Oahu,,,,Private,Keiki Care Center of Hawaii,Keiki Care Center of Hawaii,,,,"---
:site_contact:
  :street: 757 Hoomalu Street
  :city: Pearl City
  :state: HI
  :postal_code: ""96782""
  :phone: 455-5545
  :fax:
  :principal_last_name: Cudiamat
  :principal_first_name: Cheryl
",
155,458,Kauai,Kauai,K,5,DOE,Kekaha Elementary,Kekaha El,Kapaa-Kauai-Waimea,,,"---
:site_contact:
  :street: 8140 Kekaha Road
  :city: Kekaha
  :state: HI
  :postal_code: ""96752""
  :phone: 337-7655
  :fax: 337-7657
  :principal_last_name: Yoshida
  :principal_first_name: Jason
",
156,435,Maui,Maui,9,12,DOE,King Kekaulike High,Kekaulike High,Baldwin-Kekaulike-Maui,,,"---
:site_contact:
  :street: 121 Kula Highway
  :city: Pukalani
  :state: HI
  :postal_code: ""96768""
  :phone: 573-8710
  :fax: 573-2231
  :principal_last_name: Scofield
  :principal_first_name: Susan
",
157,317,Oahu,Windward,K,6,DOE,Keolu Elementary,Keolu El,Kailua-Kalaheo,,,"---
:site_contact:
  :street: 1416 Keolu Drive
  :city: Kailua
  :state: HI
  :postal_code: ""96734""
  :phone: 266-7818
  :fax: 266-7892
  :principal_last_name: Souki
  :principal_first_name: Alma
",
158,391,Hawaii,Hawaii,K,6,DOE,Keonepoko Elementary,Keonepoko El,Kau-Keaau-Pahoa,,,"---
:site_contact:
  :street: 15-890 Kahakai Blvd.
  :city: Pahoa
  :state: HI
  :postal_code: ""96778""
  :phone: 965-2131
  :fax: 965-2138
  :principal_last_name: Romero
  :principal_first_name: Kathleen
",
159,294,Oahu,Leeward,K,6,DOE,Keone'ula Elementary,Keoneula El,Campbell-Kapolei,,,"---
:site_contact:
  :street: 91-970 Kaileolea Drive
  :city: Ewa Beach
  :state: HI
  :postal_code: ""96706""
  :phone: 689-1380
  :fax: 689-1395
  :principal_last_name: Hirota
  :principal_first_name: Eileen
",
160,409,Maui,Maui,K,5,DOE,Kihei Elementary,Kihei El,Baldwin-Kekaulike-Maui,,,"---
:site_contact:
  :street: 250 E. Lipoa Street
  :city: Kihei
  :state: HI
  :postal_code: ""96753""
  :phone: 875-6818
  :fax: 875-6825
  :principal_last_name: Maxwell
  :principal_first_name: Halle
",
161,554,Maui,Maui,K,12,Charter,Kihei Public Charter High School,Kihei PC High School,Baldwin-Kekaulike-Maui,,,"---
:site_contact:
  :street: ""300 Ohukai Road #209 (mail: P.O. Box 1098)""
  :city: Kihei
  :state: HI
  :postal_code: ""96753""
  :phone: 875-0700
  :fax: 874-6745
  :principal_last_name: Christiano
  :principal_first_name: Mark
",
162,459,Kauai,Kauai,K,6,DOE,Kilauea Elementary,Kilauea El,Kapaa-Kauai-Waimea,,,"---
:site_contact:
  :street: 2440 Kolo Road
  :city: Kilauea
  :state: HI
  :postal_code: ""96754""
  :phone: 828-1212
  :fax: 828-2034
  :principal_last_name: Scott
  :principal_first_name: Sherry
",
163,410,Maui,Maui,K,6,DOE,Kilohana Elementary,Kilohana El,Hana-Lahainaluna-Lanai-Molokai,,,"---
:site_contact:
  :street: HC 01, Box 334
  :city: Kaunakakai
  :state: HI
  :postal_code: ""96748""
  :phone: 558-2200
  :fax: 558-2203
  :principal_last_name: Stevens
  :principal_first_name: Richard
",
164,318,Oahu,Windward,7,8,DOE,Governor Samuel Wilder King Intermediate,King Int,Castle-Kahuku,,,"---
:site_contact:
  :street: 46-155 Kamehameha Highway
  :city: Kaneohe
  :state: HI
  :postal_code: ""96744""
  :phone: 233-5727
  :fax: 233-5747
  :principal_last_name: Alaiasa
  :principal_first_name: Sheena
",
